incident_id,year,date_of_incident,route,borough,injury_result_description,incident_event_type,operator_id,bus_garage_id,victim_id
8707,2018,2018-08-01,321,Greenwich,"Taken to Hospital â€“ Reported Serious Injury or Severity Unknown","Collision Incident",8,15,8
8708,2018,2018-08-01,411,"None London Borough","Injuries treated on scene","Personal Injury",29,75,8
8709,2018,2018-08-01,H98,Hillingdon,"Injuries treated on scene","Slip Trip Fall",5,31,8
8710,2018,2018-08-01,H91,Hounslow,"Reported Minor Injury - Treated at Hospital","Slip Trip Fall",5,69,8
8711,2018,2018-08-01,406,"None London Borough","Injuries treated on scene","Slip Trip Fall",29,75,8
8712,2018,2018-08-01,H91,Hounslow,"Injuries treated on scene","Personal Injury",5,69,8
8713,2018,2018-08-01,H37,Hounslow,"Injuries treated on scene","Slip Trip Fall",5,31,8
8714,2018,2018-08-01,320,Bromley,"Injuries treated on scene","Slip Trip Fall",11,54,8
8715,2018,2018-08-01,318,"Not specified","Injuries treated on scene","Slip Trip Fall",6,51,8
8716,2018,2018-08-01,EL2,"None London Borough","Injuries treated on scene","Slip Trip Fall",14,48,8
8717,2018,2018-08-01,391,"Hammersmith & Fulham","Injuries treated on scene","Slip Trip Fall",5,14,8
8718,2018,2018-08-01,316,Brent,"Taken to Hospital â€“ Reported Serious Injury or Severity Unknown","Slip Trip Fall",2,8,8
8719,2018,2018-08-01,E8,Hounslow,"Injuries treated on scene","Slip Trip Fall",2,50,8
8720,2018,2018-08-01,E8,Ealing,"Injuries treated on scene","Slip Trip Fall",2,50,8
8721,2018,2018-08-01,E2,Ealing,"Injuries treated on scene","Slip Trip Fall",2,50,8
8722,2018,2018-08-01,390,Camden,"Injuries treated on scene","Slip Trip Fall",2,10,8
8723,2018,2018-08-01,C11,Camden,"Injuries treated on scene","Slip Trip Fall",2,8,8
8724,2018,2018-08-01,382,Enfield,"Injuries treated on scene","Personal Injury",2,32,8
8725,2018,2018-08-01,C10,Lambeth,"Taken to Hospital â€“ Reported Serious Injury or Severity Unknown","Slip Trip Fall",10,60,8
8726,2018,2018-08-01,C10,Lambeth,"Injuries treated on scene","Slip Trip Fall",10,60,8
8727,2018,2018-08-01,276,Newham,"Injuries treated on scene","Slip Trip Fall",18,57,8
8728,2018,2018-08-01,B15,Greenwich,"Injuries treated on scene","Slip Trip Fall",6,58,8
8729,2018,2018-08-01,270,Wandsworth,"Taken to Hospital â€“ Reported Serious Injury or Severity Unknown","Slip Trip Fall",1,19,8
8730,2018,2018-08-01,267,Hounslow,"Injuries treated on scene","Personal Injury",5,14,8
8731,2018,2018-08-01,263,Islington,"Injuries treated on scene","Slip Trip Fall",2,32,8
8732,2018,2018-08-01,491,Enfield,"Injuries treated on scene","Personal Injury",2,32,8
8733,2018,2018-08-01,487,Ealing,"Taken to Hospital â€“ Reported Serious Injury or Severity Unknown","Collision Incident",9,62,8
8734,2018,2018-08-01,355,Wandsworth,"Taken to Hospital â€“ Reported Serious Injury or Severity Unknown","Slip Trip Fall",11,55,8
8735,2018,2018-08-01,484,Lewisham,"Injuries treated on scene","Personal Injury",10,60,8
8736,2018,2018-08-01,259,Haringey,"Injuries treated on scene","Slip Trip Fall",6,49,8
8737,2018,2018-08-01,476,Hackney,"Taken to Hospital â€“ Reported Serious Injury or Severity Unknown","Slip Trip Fall",1,68,8
8738,2018,2018-08-01,349,Haringey,"Injuries treated on scene","Slip Trip Fall",6,51,8
8739,2018,2018-08-01,343,Southwark,"Injuries treated on scene","Personal Injury",8,15,8
8740,2018,2018-08-01,109,Lambeth,"Taken to Hospital â€“ Reported Serious Injury or Severity Unknown","Collision Incident",10,47,8
8741,2018,2018-08-01,248,Havering,"Injuries treated on scene","Personal Injury",3,45,8
8742,2018,2018-08-01,202,Lewisham,"Injuries treated on scene","Slip Trip Fall",11,55,8
8743,2018,2018-08-01,202,Bromley,"Taken to Hospital â€“ Reported Serious Injury or Severity Unknown","Slip Trip Fall",11,55,8
8744,2018,2018-08-01,191,Enfield,"Injuries treated on scene","Slip Trip Fall",1,68,8
8745,2018,2018-08-01,231,Enfield,"Injuries treated on scene","Slip Trip Fall",2,32,8
8746,2018,2018-08-01,189,Westminster,"Reported Minor Injury - Treated at Hospital","Slip Trip Fall",2,8,8
8747,2018,2018-08-01,189,Westminster,"Injuries treated on scene","Personal Injury",2,8,8
8748,2018,2018-08-01,188,"City of London","Taken to Hospital â€“ Reported Serious Injury or Severity Unknown","Slip Trip Fall",8,5,8
8749,2018,2018-08-01,185,Southwark,"Injuries treated on scene","Slip Trip Fall",8,5,8
8750,2018,2018-08-01,96,Bexley,"Injuries treated on scene","Personal Injury",4,27,8
8751,2018,2018-08-01,94,"Kensington & Chelsea","Reported Minor Injury - Treated at Hospital","Slip Trip Fall",5,42,8
8752,2018,2018-08-01,93,Merton,"Taken to Hospital â€“ Reported Serious Injury or Severity Unknown","Slip Trip Fall",1,30,8
8753,2018,2018-08-01,93,Merton,"Injuries treated on scene","Slip Trip Fall",1,30,8
8754,2018,2018-08-01,91,Haringey,"Injuries treated on scene","Vandalism Hooliganism",2,10,8
8755,2018,2018-08-01,170,Westminster,"Injuries treated on scene","Slip Trip Fall",1,4,8
8756,2018,2018-08-01,88,Lambeth,"Taken to Hospital â€“ Reported Serious Injury or Severity Unknown","Slip Trip Fall",1,4,8
8757,2018,2018-08-01,168,Westminster,"Injuries treated on scene","Slip Trip Fall",2,10,8
8758,2018,2018-08-01,88,Lambeth,"Injuries treated on scene","Slip Trip Fall",1,4,8
8759,2018,2018-08-01,168,Camden,"Injuries treated on scene","Slip Trip Fall",2,10,8
8760,2018,2018-08-01,210,Barnet,"Injuries treated on scene","Personal Injury",2,8,8
8761,2018,2018-08-01,86,Redbridge,"Injuries treated on scene","Personal Injury",3,34,8
8762,2018,2018-08-01,163,Merton,"Injuries treated on scene","Personal Injury",1,19,8
8763,2018,2018-08-01,85,"Kingston upon Thames","Injuries treated on scene","Slip Trip Fall",5,33,8
8764,2018,2018-08-01,83,Barnet,"Injuries treated on scene","Personal Injury",9,62,8
8765,2018,2018-08-01,159,Lambeth,"Injuries treated on scene","Personal Injury",10,22,8
8766,2018,2018-08-01,76,Hackney,"Taken to Hospital â€“ Reported Serious Injury or Severity Unknown","Personal Injury",1,68,8
8767,2018,2018-08-01,45,Camden,"Injuries treated on scene","Personal Injury",10,60,8
8768,2018,2018-08-01,149,Haringey,"Reported Minor Injury - Treated at Hospital","Slip Trip Fall",6,49,8
8769,2018,2018-08-01,64,Croydon,"Injuries treated on scene","Slip Trip Fall",12,38,8
8770,2018,2018-08-01,43,Islington,"Injuries treated on scene",Assault,2,10,8
8771,2018,2018-08-01,63,Southwark,"Injuries treated on scene","Slip Trip Fall",8,37,8
8772,2018,2018-08-01,40,Southwark,"Injuries treated on scene","Slip Trip Fall",8,5,8
8773,2018,2018-08-01,140,Ealing,"Injuries treated on scene","Personal Injury",2,41,8
8774,2018,2018-08-01,137,Lambeth,"Injuries treated on scene","Personal Injury",12,18,8
8775,2018,2018-08-01,131,"Kingston upon Thames","Injuries treated on scene","Slip Trip Fall",1,19,8
8776,2018,2018-08-01,53,Southwark,"Injuries treated on scene","Personal Injury",4,27,8
8777,2018,2018-08-01,29,Haringey,"Reported Minor Injury - Treated at Hospital","Slip Trip Fall",6,12,8
8778,2018,2018-08-01,27,"Kensington & Chelsea","Injuries treated on scene","Personal Injury",5,71,8
8779,2018,2018-08-01,27,"Hammersmith & Fulham","Injuries treated on scene","Personal Injury",5,71,8
8780,2018,2018-08-01,118,Merton,"Injuries treated on scene","Slip Trip Fall",1,4,8
8781,2018,2018-08-01,49,"Kensington & Chelsea","Injuries treated on scene","Personal Injury",10,22,8
8782,2018,2018-08-01,21,"None London Borough","Taken to Hospital â€“ Reported Serious Injury or Severity Unknown","Slip Trip Fall",8,15,8
8783,2018,2018-08-01,18,Westminster,"Reported Minor Injury - Treated at Hospital","Slip Trip Fall",5,61,8
8784,2018,2018-08-01,46,Camden,"Injuries treated on scene","Slip Trip Fall",2,10,8
8785,2018,2018-08-01,18,"Hammersmith & Fulham","Injuries treated on scene","Slip Trip Fall",5,61,8
8786,2018,2018-07-01,368,"Barking & Dagenham","Injuries treated on scene","Slip Trip Fall",6,52,8
8787,2018,2018-08-01,12,Southwark,"Taken to Hospital â€“ Reported Serious Injury or Severity Unknown","Personal Injury",8,5,8
8788,2018,2018-07-01,363,Lewisham,"Injuries treated on scene","Slip Trip Fall",8,37,8
8789,2018,2018-07-01,360,"None London Borough","Injuries treated on scene","Personal Injury",8,5,8
8790,2018,2018-08-01,12,"City of London","Injuries treated on scene","Slip Trip Fall",8,5,8
8791,2018,2018-08-01,11,Westminster,"Injuries treated on scene","Slip Trip Fall",1,4,8
8792,2018,2018-08-01,10,Westminster,"Injuries treated on scene","Personal Injury",5,71,8
8793,2018,2018-08-01,9,Westminster,"Reported Minor Injury - Treated at Hospital","Personal Injury",5,71,8
8794,2018,2018-08-01,9,"Hammersmith & Fulham","Injuries treated on scene","Personal Injury",5,71,8
8795,2018,2018-04-01,44,Wandsworth,"Injuries treated on scene","Personal Injury",1,19,8
8796,2018,2018-04-01,43,Camden,"Injuries treated on scene","Slip Trip Fall",2,10,8
8797,2018,2018-07-01,C3,"Kensington & Chelsea","Injuries treated on scene","Personal Injury",10,22,8
8798,2018,2018-07-01,W4,Haringey,"Injuries treated on scene","Slip Trip Fall",6,12,8
8799,2018,2018-07-01,U1,Hillingdon,"Injuries treated on scene","Slip Trip Fall",9,74,8
8800,2018,2018-07-01,R4,Bromley,"Injuries treated on scene","Slip Trip Fall",11,54,8
8801,2018,2018-07-01,N98,Brent,"Reported Minor Injury - Treated at Hospital","Slip Trip Fall",2,41,8
8802,2018,2018-07-01,N207,Hillingdon,"Reported Minor Injury - Treated at Hospital","Personal Injury",9,74,8
8803,2018,2018-07-01,322,Lambeth,"Injuries treated on scene","Collision Incident",1,4,8
8804,2018,2018-07-01,H98,Hillingdon,"Injuries treated on scene","Slip Trip Fall",5,31,8
8805,2018,2018-07-01,316,Brent,"Injuries treated on scene","Personal Injury",2,8,8
8806,2018,2018-07-01,307,Enfield,"Reported Minor Injury - Treated at Hospital","Slip Trip Fall",2,32,8
8807,2018,2018-07-01,263,Barnet,"Injuries treated on scene","Collision Incident",2,32,8
8808,2018,2018-07-01,302,Brent,"Taken to Hospital â€“ Reported Serious Injury or Severity Unknown","Slip Trip Fall",2,28,8
8809,2018,2018-07-01,259,Islington,"Injuries treated on scene","Collision Incident",6,49,8
8810,2018,2018-07-01,295,Wandsworth,"Injuries treated on scene","Personal Injury",9,9,8
8811,2018,2018-07-01,295,"Kensington & Chelsea","Injuries treated on scene","Personal Injury",9,9,8
8812,2018,2018-07-01,295,"Hammersmith & Fulham","Injuries treated on scene","Slip Trip Fall",9,9,8
8813,2018,2018-07-01,254,Hackney,"Injuries treated on scene","Slip Trip Fall",6,46,8
8814,2018,2018-07-01,253,"Not specified","Injuries treated on scene","Personal Injury",6,26,8
8815,2018,2018-07-01,253,Camden,"Injuries treated on scene","Slip Trip Fall",6,26,8
8816,2018,2018-07-01,282,Ealing,"Injuries treated on scene","Personal Injury",9,67,8
8817,2018,2018-07-01,390,Islington,"Injuries treated on scene","Slip Trip Fall",2,10,8
8818,2018,2018-07-01,281,Hounslow,"Injuries treated on scene","Slip Trip Fall",5,14,8
8819,2018,2018-07-01,390,Camden,"Injuries treated on scene","Personal Injury",2,10,8
8820,2018,2018-07-01,382,Enfield,"Reported Minor Injury - Treated at Hospital","Slip Trip Fall",2,32,8
8821,2018,2018-07-01,277,Hackney,"Injuries treated on scene","Slip Trip Fall",3,3,8
8822,2018,2018-07-01,370,Havering,"Injuries treated on scene","Slip Trip Fall",6,25,8
8823,2018,2018-07-01,266,Brent,"Taken to Hospital â€“ Reported Serious Injury or Severity Unknown","Slip Trip Fall",2,8,8
8824,2018,2018-07-01,168,Southwark,"Injuries treated on scene","Personal Injury",2,10,8
8825,2018,2018-07-01,226,Barnet,"Injuries treated on scene","Personal Injury",9,9,8
8826,2018,2018-07-01,166,Croydon,"Injuries treated on scene","Personal Injury",12,35,8
8827,2018,2018-07-01,161,Greenwich,"Injuries treated on scene","Slip Trip Fall",4,27,8
8828,2018,2018-07-01,220,"Hammersmith & Fulham","Injuries treated on scene","Slip Trip Fall",5,61,8
8829,2018,2018-07-01,99,Greenwich,"Injuries treated on scene","Slip Trip Fall",6,58,8
8830,2018,2018-07-01,159,Lambeth,"Injuries treated on scene","Personal Injury",10,22,8
8831,2018,2018-07-01,219,Wandsworth,"Taken to Hospital â€“ Reported Serious Injury or Severity Unknown","Slip Trip Fall",1,19,8
8832,2018,2018-07-01,214,Islington,"Injuries treated on scene","Slip Trip Fall",2,20,8
8833,2018,2018-07-01,98,Camden,"Injuries treated on scene","Personal Injury",2,28,8
8834,2018,2018-07-01,149,Haringey,"Injuries treated on scene","Personal Injury",6,49,8
8835,2018,2018-07-01,149,"City of London","Injuries treated on scene","Personal Injury",6,49,8
8836,2018,2018-07-01,148,Westminster,"Taken to Hospital â€“ Reported Serious Injury or Severity Unknown","Slip Trip Fall",5,42,8
8837,2018,2018-07-01,144,Haringey,"Injuries treated on scene","Slip Trip Fall",6,12,8
8838,2018,2018-07-01,193,"None London Borough","Taken to Hospital â€“ Reported Serious Injury or Severity Unknown","Activity Incident Event",14,48,8
8839,2018,2018-07-01,189,Camden,"Reported Minor Injury - Treated at Hospital","Personal Injury",2,8,8
8840,2018,2018-07-01,93,Merton,"Injuries treated on scene","Slip Trip Fall",1,30,8
8841,2018,2018-07-01,91,Islington,"Injuries treated on scene","Personal Injury",2,10,8
8842,2018,2018-07-01,134,Barnet,"Injuries treated on scene","Slip Trip Fall",2,32,8
8843,2018,2018-07-01,185,Lewisham,"Taken to Hospital â€“ Reported Serious Injury or Severity Unknown","Slip Trip Fall",8,5,8
8844,2018,2018-07-01,132,Greenwich,"Injuries treated on scene","Collision Incident",8,39,8
8845,2018,2018-07-01,132,Bexley,"Injuries treated on scene","Collision Incident",8,39,8
8846,2018,2018-07-01,130,Croydon,"Injuries treated on scene","Personal Injury",10,47,8
8847,2018,2018-07-01,182,Harrow,"Injuries treated on scene","Personal Injury",2,41,8
8848,2018,2018-07-01,85,"Kingston upon Thames","Injuries treated on scene","Personal Injury",5,33,8
8849,2018,2018-07-01,123,"Not specified","Taken to Hospital â€“ Reported Serious Injury or Severity Unknown","Slip Trip Fall",6,49,8
8850,2018,2018-07-01,76,Hackney,"Taken to Hospital â€“ Reported Serious Injury or Severity Unknown","Slip Trip Fall",1,68,8
8851,2018,2018-07-01,121,Haringey,"Taken to Hospital â€“ Reported Serious Injury or Severity Unknown","Slip Trip Fall",6,51,8
8852,2018,2018-07-01,37,Southwark,"Taken to Hospital â€“ Reported Serious Injury or Severity Unknown","Slip Trip Fall",8,37,8
8853,2018,2018-07-01,76,Hackney,"Injuries treated on scene","Slip Trip Fall",1,68,8
8854,2018,2018-07-01,76,Hackney,"Injuries treated on scene","Personal Injury",1,68,8
8855,2018,2018-07-01,118,Lambeth,"Injuries treated on scene","Slip Trip Fall",1,4,8
8856,2018,2018-07-01,71,"Kingston upon Thames","Injuries treated on scene","Slip Trip Fall",5,33,8
8857,2018,2018-07-01,70,"Kensington & Chelsea","Taken to Hospital â€“ Reported Serious Injury or Severity Unknown","Personal Injury",5,42,8
8858,2018,2018-07-01,31,Camden,"Taken to Hospital â€“ Reported Serious Injury or Severity Unknown","Slip Trip Fall",2,40,8
8859,2018,2018-07-01,31,Camden,"Injuries treated on scene","Slip Trip Fall",2,40,8
8860,2018,2018-07-01,69,"Waltham Forest","Injuries treated on scene","Personal Injury",7,11,8
8861,2018,2018-07-01,30,Islington,"Reported Minor Injury - Treated at Hospital","Collision Incident",2,20,8
8862,2018,2018-07-01,30,Hackney,"Reported Minor Injury - Treated at Hospital","Slip Trip Fall",2,20,8
8863,2018,2018-07-01,30,Hackney,"Injuries treated on scene","Personal Injury",2,20,8
8864,2018,2018-07-01,68,Croydon,"Injuries treated on scene","Personal Injury",10,60,8
8865,2018,2018-07-01,67,Hackney,"Injuries treated on scene","Slip Trip Fall",6,26,8
8866,2018,2018-07-01,27,"Hammersmith & Fulham","Reported Minor Injury - Treated at Hospital","Personal Injury",5,71,8
8867,2018,2018-07-01,65,"Richmond Upon Thames","Injuries treated on scene","Slip Trip Fall",5,14,8
8868,2018,2018-07-01,24,Westminster,"Injuries treated on scene","Personal Injury",2,10,8
8869,2018,2018-07-01,63,"City of London","Injuries treated on scene","Slip Trip Fall",8,37,8
8870,2018,2018-07-01,101,"None London Borough","Taken to Hospital â€“ Reported Serious Injury or Severity Unknown","Activity Incident Event",14,48,8
8871,2018,2018-07-01,59,Lambeth,"Injuries treated on scene","Slip Trip Fall",12,24,8
8872,2018,2018-07-01,18,Westminster,"Reported Minor Injury - Treated at Hospital","Personal Injury",5,61,8
8873,2018,2018-07-01,56,"City of London","Injuries treated on scene","Personal Injury",4,23,8
8874,2018,2018-07-01,18,Westminster,"Injuries treated on scene","Slip Trip Fall",5,61,8
8875,2018,2018-06-01,K1,"Kingston upon Thames","Injuries treated on scene","Personal Injury",10,63,8
8876,2018,2018-07-01,18,Brent,"Reported Minor Injury - Treated at Hospital","Slip Trip Fall",5,61,8
8877,2018,2018-06-01,H98,Hounslow,"Injuries treated on scene","Slip Trip Fall",5,31,8
8878,2018,2018-07-01,18,Brent,"Injuries treated on scene","Slip Trip Fall",5,61,8
8879,2018,2018-06-01,H32,Hounslow,"Injuries treated on scene","Slip Trip Fall",5,31,8
8880,2018,2018-07-01,52,Westminster,"Injuries treated on scene","Slip Trip Fall",2,28,8
8881,2018,2018-06-01,H17,Ealing,"Injuries treated on scene","Slip Trip Fall",5,61,8
8882,2018,2018-06-01,G1,Wandsworth,"Injuries treated on scene","Slip Trip Fall",1,73,8
8883,2018,2018-06-01,EL2,"Barking & Dagenham","Injuries treated on scene","Personal Injury",14,48,8
8884,2018,2018-06-01,EL1,Redbridge,"Injuries treated on scene","Personal Injury",14,48,8
8885,2018,2018-07-01,48,"City of London","Taken to Hospital â€“ Reported Serious Injury or Severity Unknown","Slip Trip Fall",6,46,8
8886,2018,2018-06-01,E3,Ealing,"Injuries treated on scene","Personal Injury",5,71,8
8887,2018,2018-06-01,607,Ealing,"Taken to Hospital â€“ Reported Serious Injury or Severity Unknown","Slip Trip Fall",9,74,8
8888,2018,2018-06-01,507,Westminster,"Injuries treated on scene","Personal Injury",1,70,8
8889,2018,2018-07-01,39,Wandsworth,"Injuries treated on scene","Slip Trip Fall",1,73,8
8890,2018,2018-07-01,4,Westminster,"Injuries treated on scene","Slip Trip Fall",2,10,8
8891,2018,2018-06-01,498,Havering,"Reported Minor Injury - Treated at Hospital","Personal Injury",3,34,8
8892,2018,2018-06-01,498,Havering,"Injuries treated on scene","Personal Injury",3,34,8
8893,2018,2018-07-01,4,Islington,"Injuries treated on scene","Personal Injury",2,10,8
8894,2018,2018-07-01,3,Southwark,"Injuries treated on scene","Slip Trip Fall",10,60,8
8895,2018,2018-06-01,490,"Richmond Upon Thames","Injuries treated on scene","Personal Injury",10,63,8
8896,2018,2018-06-01,W7,Haringey,"Injuries treated on scene","Slip Trip Fall",2,10,8
